| ra_number  |of_number  |se_number  |race_id|office_id|ra_num_winners|rt_number  |rt_party_name|of_description  |ot_number  |ot_name |se_name |of_scope|race_order |el_date |ra_uncontested|ra_tabulate|st_postal|ra_national_b|
|   1005|   1003|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |190|20041102| 0|  1|AL   |1|
|   1011|   1006|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |320|20041102| 0|  1|AL   |1|
|   1374|   1004|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |240|20041102| 0|  1|AL   |1|
|   1375|   1005|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |270|20041102| 0|  1|AL   |1|
|   1376|   1007|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |370|20041102| 0|  1|AL   |1|
|   1377|   1008|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |410|20041102| 1|  0|AL   |1|
|   1378|   1009|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |450|20041102| 0|  1|AL   |1|
|   1683|   1002|  0|G  |S| 1|  7| ||  2|U.S. Senate ||S   |140|20041102| 0|  1|AL   |1|
|   2005|   2204|  0|G  |S| 1|  7| ||  2|U.S. Senate ||S   |150|20041102| 0|  1|AK   |1|
|   2015|   2002|  0|G  |H| 1|  7| ||  3|U.S. House  ||S   |160|20041102| 0|  1|AK   |1|
|   2935|   2201|  0|G  |I| 1| 13| |Meas|104|Ballot Measure  ||S   |166|20041102| 0|  1|AK   |1|
|   3002|   3001|  0|G  |S| 1|  7| ||  2|U.S. Senate ||S   |140|20041102| 0|  1|AZ   |1|
|   3004|   3002|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |200|20041102| 0|  1|AZ   |1|
|   3006|   3003|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |240|20041102| 0|  1|AZ   |1|
|   3008|   3004|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |310|20041102| 0|  1|AZ   |1|
|   3010|   3005|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |350|20041102| 0|  1|AZ   |1|
|   3012|   3006|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |390|20041102| 0|  1|AZ   |1|
|   3544|   3313|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |460|20041102| 0|  1|AZ   |1|
|   3920|   3437|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |470|20041102| 0|  1|AZ   |1|
|   3924|   3438|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |480|20041102| 0|  1|AZ   |1|
|   4032|   3475|  0|G  |I| 1| 13| || 41|Proposition ||S   |760|20041102| 0|  1|AZ   |1|
|   5103|   4001|  0|G  |S| 1|  7| ||  2|U.S. Senate ||S   |140|20041102| 0|  1|AR   |1|
|   5104|   4002|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |170|20041102| 0|  1|AR   |1|
|   5105|   4003|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |200|20041102| 0|  1|AR   |1|
|   5107|   4005|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |260|20041102| 1|  0|AR   |1|
|   5692|   5001|  0|G  |H| 1|  7| |Marysville  |  3|U.S. House  ||L   |   1760|20041102| 0|  1|CA   |1|
|   5693|   5002|  0|G  |H| 1|  7| |Sacramento  |  3|U.S. House  ||L   |   1820|20041102| 0|  1|CA   |1|
|   5694|   5003|  0|G  |H| 1|  7| |Rocklin |  3|U.S. House  ||L   |   1880|20041102| 0|  1|CA   |1|
|   5695|   5004|  0|G  |H| 1|  7| |Sacramento  |  3|U.S. House  ||L   |   1930|20041102| 0|  1|CA   |1|
|   5696|   5005|  0|G  |H| 1|  7| |Petaluma|  3|U.S. House  ||L   |   2000|20041102| 0|  1|CA   |1|
|   5697|   5006|  0|G  |H| 1|  7| |Martinez|  3|U.S. House  ||L   |   2060|20041102| 0|  1|CA   |1|
|   5698|   5007|  0|G  |H| 1|  7| |San Francisco   |  3|U.S. House  ||L   |   2110|20041102| 0|  1|CA   |1|
|   5699|   5008|  0|G  |H| 1|  7| |Oakland |  3|U.S. House  ||L   |   2180|20041102| 0|  1|CA   |1|
|   5700|   5009|  0|G  |H| 1|  7| |Alamo   |  3|U.S. House  ||L   |   2240|20041102| 0|  1|CA   |1|
|   5701|   5010|  0|G  |H| 1|  7| |Tracy   |  3|U.S. House  ||L   |   2290|20041102| 0|  1|CA   |1|
|   5702|   5011|  0|G  |H| 1|  7| |San Mateo   |  3|U.S. House  ||L   |   2330|20041102| 0|  1|CA   |1|
|   5703|   5012|  0|G  |H| 1|  7| |Fremont |  3|U.S. House  ||L   |   2400|20041102| 0|  1|CA   |1|
|   5704|   5013|  0|G  |H| 1|  7| |Atherton|  3|U.S. House  ||L   |   2480|20041102| 0|  1|CA   |1|
|   5705|   5014|  0|G  |H| 1|  7| |San Jose|  3|U.S. House  ||L   |   2540|20041102| 0|  1|CA   |1|
|   5706|   5015|  0|G  |H| 1|  7| |San Jose|  3|U.S. House  ||L   |   2590|20041102| 0|  1|CA   |1|
|   5707|   5016|  0|G  |H| 1|  7| |Carmel  |  3|U.S. House  ||L   |   2650|20041102| 0|  1|CA   |1|
|   5708|   5017|  0|G  |H| 1|  7| |Merced  |  3|U.S. House  ||L   |   2740|20041102| 0|  1|CA   |1|
|   5709|   5018|  0|G  |H| 1|  7| |Mariposa|  3|U.S. House  ||L   |   2800|20041102| 0|  1|CA   |1|
|   5710|   5019|  0|G  |H| 1|  7| |Hanford |  3|U.S. House  ||L   |   2860|20041102| 0|  1|CA   |1|
|   5711|   5020|  0|G  |H| 1|  7| |Tulare  |  3|U.S. House  ||L   |   2910|20041102| 0|  1|CA   |1|
|   5712|   5021|  0|G  |H| 1|  7| |Bakersfield |  3|U.S. House  ||L   |   2960|20041102| 1|  0|CA   |1|
|   5713|   5022|  0|G  |H| 1|  7| |Santa Barbara   |  3|U.S. House  ||L   |   3010|20041102| 0|  1|CA   |1|
|   5714|   5023|  0|G  |H| 1|  7| |Simi Valley |  3|U.S. House  ||L   |   3090|20041102| 0|  1|CA   |1|
|   5715|   5024|  0|G  |H| 1|  7| |Santa Clarita   |  3|U.S. House  ||L   |   3150|20041102| 0|  1|CA   |1|
|   5716|   5025|  0|G  |H| 1|  7| |San Dimas   |  3|U.S. House  ||L   |   3200|20041102| 0|  1|CA   |1|
|   5717|   5026|  0|G  |H| 1|  7| |Sherman Oaks|  3|U.S. House  ||L   |   3260|20041102| 0|  1|CA   |1|
|   5718|   5027|  0|G  |H| 1|  7| |North Hollywood |  3|U.S. House  ||L   |   3310|20041102| 0|  1|CA   |1|
|   5719|   5028|  0|G  |H| 1|  7| |Pasadena|  3|U.S. House  ||L   |   3370|20041102| 0|  1|CA   |1|
|   5720|   5029|  0|G  |H| 1|  7| |Los Angeles |  3|U.S. House  ||L   |   3440|20041102| 0|  1|CA   |1|
|   5721|   5030|  0|G  |H| 1|  7| |Los Angeles |  3|U.S. House  ||L   |   3480|20041102| 0|  1|CA   |1|
|   5722|   5031|  0|G  |H| 1|  7| |El Monte|  3|U.S. House  ||L   |   3520|20041102| 0|  1|CA   |1|
|   5723|   5032|  0|G  |H| 1|  7| |Los Angeles |  3|U.S. House  ||L   |   3570|20041102| 0|  1|CA   |1|
|   5724|   5033|  0|G  |H| 1|  7| |Los Angeles |  3|U.S. House  ||L   |   3620|20041102| 0|  1|CA   |1|
|   5725|   5034|  0|G  |H| 1|  7| |Los Angeles |  3|U.S. House  ||L   |   3660|20041102| 0|  1|CA   |1|
|   5726|   5035|  0|G  |H| 1|  7| |Venice  |  3|U.S. House  ||L   |   3730|20041102| 0|  1|CA   |1|
|   5727|   5036|  0|G  |H| 1|  7| |Carson  |  3|U.S. House  ||L   |   3800|20041102| 0|  1|CA   |1|
|   5728|   5037|  0|G  |H| 1|  7| |Norwalk |  3|U.S. House  ||L   |   3860|20041102| 1|  0|CA   |1|
|   5729|   5038|  0|G  |H| 1|  7| |Lakewood|  3|U.S. House  ||L   |   3910|20041102| 0|  1|CA   |1|
|   5730|   5039|  0|G  |H| 1|  7| |Fullerton   |  3|U.S. House  ||L   |   3960|20041102| 0|  1|CA   |1|
|   5731|   5040|  0|G  |H| 1|  7| |Redlands|  3|U.S. House  ||L   |   4010|20041102| 0|  1|CA   |1|
|   5732|   5041|  0|G  |H| 1|  7| |Diamond Bar |  3|U.S. House  ||L   |   4060|20041102| 0|  1|CA   |1|
|   5733|   5042|  0|G  |H| 1|  7| |San Bernardino  |  3|U.S. House  ||L   |   4110|20041102| 0|  1|CA   |1|
|   5734|   5043|  0|G  |H| 1|  7| |Corona  |  3|U.S. House  ||L   |   4160|20041102| 0|  1|CA   |1|
|   5735|   5044|  0|G  |H| 1|  7| |Palm Springs|  3|U.S. House  ||L   |   4220|20041102| 0|  1|CA   |1|
|   5736|   5234|  0|G  |H| 1|  7| |Huntington Beach|  3|U.S. House  ||L   |   4270|20041102| 0|  1|CA   |1|
|   5739|   5235|  0|G  |H| 1|  7| |Santa Ana   |  3|U.S. House  ||L   |   4340|20041102| 0|  1|CA   |1|
|   5740|   5236|  0|G  |H| 1|  7| |Newport Beach   |  3|U.S. House  ||L   |   4390|20041102| 0|  1|CA   |1|
|   5741|   5237|  0|G  |H| 1|  7| |Vista   |  3|U.S. House  ||L   |   4450|20041102| 0|  1|CA   |1|
|   5742|   5238|  0|G  |H| 1|  7| |Del Mar |  3|U.S. House  ||L   |   4510|20041102| 0|  1|CA   |1|
|   5743|   5239|  0|G  |H| 1|  7| |San Diego   |  3|U.S. House  ||L   |   4590|20041102| 0|  1|CA   |1|
|   5744|   5240|  0|G  |H| 1|  7| |San Diego   |  3|U.S. House  ||L   |   4655|20041102| 0|  1|CA   |1|
|   6092|   4004|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |230|20041102| 0|  1|AR   |1|
|   6342|   4691|  0|G  |I| 1| 13| || 38|Amendment   ||S   |890|20041102| 0|  1|AR   |1|
|   6478|   5000|  0|G  |H| 1|  7| |St. Helena  |  3|U.S. House  ||L   |   1640|20041102| 0|  1|CA   |1|
|   6614|   6003|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |170|20041102| 0|  1|CO   |1|
|   6615|   6004|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |180|20041102| 0|  1|CO   |1|
|   6616|   6005|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |190|20041102| 0|  1|CO   |1|
|   6617|   6006|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |210|20041102| 0|  1|CO   |1|
|   6618|   6007|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |220|20041102| 0|  1|CO   |1|
|   6954|   6297|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |230|20041102| 0|  1|CO   |1|
|   7007|   7002|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |230|20041102| 0|  1|CT   |1|
|   7009|   7003|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |260|20041102| 0|  1|CT   |1|
|   7011|   7004|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |290|20041102| 0|  1|CT   |1|
|   7013|   7005|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |320|20041102| 0|  1|CT   |1|
|   7015|   7006|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |350|20041102| 0|  1|CT   |1|
|   7190|   6405|  0|G  |S| 1|  7| ||  2|U.S. Senate ||S   |150|20041102| 0|  1|CO   |1|
|   7191|   6406|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |160|20041102| 0|  1|CO   |1|
|   7202|   6414|  0|G  |I| 1| 13| || 38|Amendment   ||S   |260|20041102| 0|  1|CO   |1|
|   7296|   5581|  0|G  |H| 1|  7| |Alpine  |  3|U.S. House  ||L   |   4650|20041102| 0|  1|CA   |1|
|   7849|   5743|  0|G  |I| 1| 13| |Limited to Serious Crime| 41|Proposition ||S   |191|20041102| 0|  1|CA   |1|
|   7858|   5748|  0|G  |I| 1| 13| |Public Funding  | 41|Proposition ||S   |196|20041102| 0|  1|CA   |1|
|   7861|   5754|  0|G  |S| 1|  7| ||  2|U.S. Senate ||S   |181|20041102| 0|  1|CA   |1|
|   8074|   8001|  0|G  |H| 1|  7| ||  3|U.S. House  ||S   |180|20041102| 0|  1|DE   |1|
|   8080|   8002|  0|G  |G| 1|  7| ||  4|Governor||S   |300|20041102| 0|  1|DE   |1|
|   9147|   7001|  0|G  |S| 1|  7| ||  2|U.S. Senate ||S   |200|20041102| 0|  1|CT   |1|
|  10009|  10003|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |260|20041102| 0|  1|FL   |1|
|  10011|  10004|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |310|20041102| 1|  0|FL   |1|
|  10013|  10005|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |340|20041102| 1|  0|FL   |1|
|  10015|  10006|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |380|20041102| 0|  1|FL   |1|
|  10017|  10007|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |430|20041102| 0|  1|FL   |1|
|  10019|  10008|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |460|20041102| 1|  0|FL   |1|
|  10021|  10009|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |490|20041102| 0|  1|FL   |1|
|  10023|  10010|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |530|20041102| 1|  0|FL   |1|
|  10025|  10011|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |570|20041102| 0|  1|FL   |1|
|  10027|  10012|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |620|20041102| 0|  1|FL   |1|
|  10029|  10013|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |670|20041102| 0|  1|FL   |1|
|  10031|  10014|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |700|20041102| 0|  1|FL   |1|
|  10033|  10015|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |730|20041102| 0|  1|FL   |1|
|  10035|  10016|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |770|20041102| 0|  1|FL   |1|
|  10037|  10017|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |820|20041102| 0|  1|FL   |1|
|  10039|  10018|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |880|20041102| 1|  0|FL   |1|
|  10041|  10019|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |910|20041102| 0|  1|FL   |1|
|  10043|  10020|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |950|20041102| 1|  0|FL   |1|
|  10393|  10213|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |   1020|20041102| 0|  1|FL   |1|
|  10396|  10214|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |   1050|20041102| 0|  1|FL   |1|
|  10398|  10215|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |   1090|20041102| 1|  0|FL   |1|
|  10401|  10212|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |990|20041102| 0|  1|FL   |1|
|  11003|  11001|  0|G  |S| 1|  7| ||  2|U.S. Senate ||S   |140|20041102| 0|  1|GA   |1|
|  11007|  11002|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |190|20041102| 1|  0|GA   |1|
|  11009|  11003|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |220|20041102| 0|  1|GA   |1|
|  11011|  11004|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |250|20041102| 0|  1|GA   |1|
|  11013|  11005|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |280|20041102| 0|  1|GA   |1|
|  11015|  11006|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |320|20041102| 1|  0|GA   |1|
|  11017|  11007|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |350|20041102| 1|  0|GA   |1|
|  11019|  11008|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |390|20041102| 1|  0|GA   |1|
|  11021|  11009|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |420|20041102| 0|  1|GA   |1|
|  11023|  11010|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |460|20041102| 0|  1|GA   |1|
|  11025|  11011|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |490|20041102| 1|  0|GA   |1|
|  11126|  10002|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |210|20041102| 0|  1|FL   |1|
|  11128|  10393|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |   1120|20041102| 1|  0|FL   |1|
|  11129|  10394|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |   1150|20041102| 1|  0|FL   |1|
|  11160|  10409|  0|G  |S| 1|  7| ||  2|U.S. Senate ||S   |150|20041102| 0|  1|FL   |1|
|  11162|  10412|  0|G  |I| 1| 13| || 38|Amendment   ||S   |   1170|20041102| 0|  1|FL   |1|
|  11164|  10414|  0|G  |I| 1| 13| || 38|Amendment   ||S   |   1173|20041102| 0|  1|FL   |1|
|  11166|  10416|  0|G  |I| 1| 13| || 38|Amendment   ||S   |   1175|20041102| 0|  1|FL   |1|
|  11610|  11299|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |520|20041102| 0|  1|GA   |1|
|  12006|  12003|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |250|20041102| 0|  1|HI   |1|
|  12008|  12004|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |320|20041102| 0|  1|HI   |1|
|  12211|  12002|  0|G  |S| 1|  7| ||  2|U.S. Senate ||S   |190|20041102| 0|  1|HI   |1|
|  12237|  11403|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |560|20041102| 0|  1|GA   |1|
|  12238|  11404|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |600|20041102| 1|  0|GA   |1|
|  12329|  11452|  0|G  |I| 1| 13| || 38|Amendment   ||S   |   1030|20041102| 0|  1|GA   |1|
|  13253|  13001|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |190|20041102| 0|  1|ID   |1|
|  13254|  13002|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |200|20041102| 0|  1|ID   |1|
|  14003|  14002|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |370|20041102| 0|  1|IL   |1|
|  14007|  14004|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |420|20041102| 0|  1|IL   |1|
|  14009|  14005|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |450|20041102| 0|  1|IL   |1|
|  14011|  14006|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |500|20041102| 0|  1|IL   |1|
|  14013|  14007|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |530|20041102| 0|  1|IL   |1|
|  14015|  14008|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |570|20041102| 0|  1|IL   |1|
|  14017|  14009|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |600|20041102| 0|  1|IL   |1|
|  14019|  14010|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |630|20041102| 0|  1|IL   |1|
|  14021|  14011|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |660|20041102| 0|  1|IL   |1|
|  14024|  14012|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |690|20041102| 0|  1|IL   |1|
|  14026|  14013|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |720|20041102| 0|  1|IL   |1|
|  14028|  14014|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |750|20041102| 0|  1|IL   |1|
|  14030|  14015|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |780|20041102| 0|  1|IL   |1|
|  14032|  14016|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |810|20041102| 0|  1|IL   |1|
|  14034|  14017|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |840|20041102| 0|  1|IL   |1|
|  14036|  14018|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |870|20041102| 0|  1|IL   |1|
|  14038|  14019|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |900|20041102| 0|  1|IL   |1|
|  14040|  14020|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |930|20041102| 0|  1|IL   |1|
|  14055|  13283|  0|G  |S| 1|  7| ||  2|U.S. Senate ||S   |169|20041102| 0|  1|ID   |1|
|  15000|  14001|  0|G  |S| 1|  7| ||  2|U.S. Senate ||S   |150|20041102| 0|  1|IL   |1|
|  15007|  15012|  0|G  |G| 1|  7| ||  4|Governor||S   |190|20041102| 0|  1|IN   |1|
|  15014|  15002|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |340|20041102| 0|  1|IN   |1|
|  15017|  15003|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |370|20041102| 0|  1|IN   |1|
|  15020|  15004|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |400|20041102| 0|  1|IN   |1|
|  15023|  15005|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |430|20041102| 0|  1|IN   |1|
|  15026|  15006|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |460|20041102| 0|  1|IN   |1|
|  15029|  15007|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |490|20041102| 0|  1|IN   |1|
|  15032|  15008|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |520|20041102| 0|  1|IN   |1|
|  15035|  15009|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |550|20041102| 0|  1|IN   |1|
